title,vqq_score,need_vip,cast,play_amt,vqq_play_link,img_link
哇哇岁月,8.2,True,主演：Gabriel Byrne Miranda Richardson Emily Watson Julie Walters,50万,"<a href=""https://v.qq.com/x/cover/z3730yunogemzsk.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/z3730yunogemzskt1464901267.jpg/220"">"
梦幻成真,8.2,True,主演：凯文·科斯特纳 埃米·马迪根 盖比·霍夫曼 雷·利奥塔,5万,"<a href=""https://v.qq.com/x/cover/bjp9v372da28rbg.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/bjp9v372da28rbg1533633296/220"">"
绣巾蒙面盗,8.2,True,主演：伯特·兰卡斯特 艾娃·加德纳 艾德蒙·奥布莱恩 阿尔伯特·德科,5879,"<a href=""https://v.qq.com/x/cover/7esjdisjb4xmghc.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/7esjdisjb4xmghct1453543217.jpg/220"">"
德国往事,8.2,True,主演：安婕·特拉乌 安纳托·陶布曼 莫里兹·布雷多 马克·伊万尼尔 乔尔·巴斯曼,29万,"<a href=""https://v.qq.com/x/cover/8lljpytxvfdea7i.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/8lljpytxvfdea7i1554687264/220"">"
渔光曲,8.2,True,主演：王人美 韩兰根 袁丛美,20万,"<a href=""https://v.qq.com/x/cover/7odlv5bf57pp9fp.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/7odlv5bf57pp9fp1550804897/220"">"
六指琴魔,8.2,True,主演：元彪 刘嘉玲 午马 林威 林青霞,3341万,"<a href=""https://v.qq.com/x/cover/2gsk6m61qxg5jf0.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/2gsk6m61qxg5jf01559755154/220"">"
明星助理,8.2,True,主演：弗兰西斯·麦克多蒙德 艾米·亚当斯 李·佩斯 塞伦·希德,114万,"<a href=""https://v.qq.com/x/cover/93y7wm8k066wz5p.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/93y7wm8k066wz5p1533005454/220"">"
伊丽莎白2：黄金年代,8.2,True,主演：克里夫·欧文 杰弗里·拉什 萨曼莎·莫顿 埃迪·雷德梅恩 艾比·考尼什,120万,"<a href=""https://v.qq.com/x/cover/wu3n7uyhp9gae3q.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/wu3n7uyhp9gae3qt1444927525.jpg/220"">"
日光峡谷,8.2,True,主演：杨贵媚 张丰毅 王学圻 谷峰,125万,"<a href=""https://v.qq.com/x/cover/c3ehgqqgzp22da7.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/c3ehgqqgzp22da71548660151/220"">"
毛利男孩,8.2,True,主演：詹姆斯·罗尔斯顿 Te Aho Aho Eketone-Whitu 塔伊加·维迪提 瑞切尔·豪斯 科恩·霍洛维,1万,"<a href=""https://v.qq.com/x/cover/t9g58h3ik4xd7xx.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/t9g58h3ik4xd7xx1549960065/220"">"
惊天大逆转,8.2,True,主演：钟汉良 李政宰 郎月婷 李彩英,8209万,"<a href=""https://v.qq.com/x/cover/diqd53y1nkovi2u.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/diqd53y1nkovi2ut1467084636.jpg/220"">"
亚瑟.圣诞,8.2,True,主演：詹姆斯·麦卡沃伊 休·劳瑞 吉姆·布劳德本特 比尔·奈伊,22万,"<a href=""https://v.qq.com/x/cover/v7znm770viwnvzz.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/v7znm770viwnvzz1527578553/220"">"
十月奏鸣曲,8.2,True,主演：Pitsanu Nimsakul 拉查雯·万薇瑞亚 Thanawat Wattanapoom,136万,"<a href=""https://v.qq.com/x/cover/3bl61ljjdib19xk.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/3bl61ljjdib19xk1526031124/220"">"
雪国列车,8.2,True,主演：克里斯·埃文斯 宋康昊 蒂尔达·斯文顿 高雅星 约翰·赫特,3006万,"<a href=""https://v.qq.com/x/cover/ywfk65xsx41eg6z.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/ywfk65xsx41eg6zt1444949250.jpg/220"">"
冷血十三鹰,8.2,True,主演：狄龙 傅声 谷峰 施思,1133万,"<a href=""https://v.qq.com/x/cover/bl4evop1ev9030t.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/bl4evop1ev9030t1548832434/220"">"
铸剑,8.2,True,主演：马精武 高发 杨青,82万,"<a href=""https://v.qq.com/x/cover/2olsp4tfj8m4itk.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/2olsp4tfj8m4itk1542190561/220"">"
舞台姊妹,8.2,True,主演：谢芳 曹银娣 上官云珠,215万,"<a href=""https://v.qq.com/x/cover/fp84d23m2ctg725.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/fp84d23m2ctg725t1444840015.jpg/220"">"
太空牛仔,8.2,True,主演：克林特·伊斯特伍德 汤米·李·琼斯 唐纳德·萨瑟兰 詹姆斯·加纳,39万,"<a href=""https://v.qq.com/x/cover/l1s234daptkdz1s.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/l1s234daptkdz1st1444906253.jpg/220"">"
刀锋战士,8.2,True,主演：韦斯利·斯奈普斯 斯蒂芬·多尔夫 克里斯·克里斯托佛森 N'Bushe Wright 奇希·劳尔兹,376万,"<a href=""https://v.qq.com/x/cover/oycsaleglz6qmi3.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/oycsaleglz6qmi3t1444947608.jpg/220"">"
宣言,8.2,True,主演：凯特·布兰切特,3659万,"<a href=""https://v.qq.com/x/cover/jzo06s7vpicuo7t.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/jzo06s7vpicuo7t1520241072/220"">"
桃李劫,8.2,True,主演：袁牧之 陈波儿,8万,"<a href=""https://v.qq.com/x/cover/ju9aw5yu23eds0l.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/ju9aw5yu23eds0l1550806596/220"">"
不明身份,8.2,True,主演：连姆·尼森 黛安·克鲁格 詹纽瑞·琼斯 艾丹·奎因,2895万,"<a href=""https://v.qq.com/x/cover/jmn65z7o8j021ta.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/jmn65z7o8j021tat1444891277.jpg/220"">"
缘来就是你,8.2,True,主演：霍普·戴维斯 菲利普·塞默·霍夫曼 詹森·刘易斯 托德·罗宾森 凯莉·索恩,40万,"<a href=""https://v.qq.com/x/cover/sy4urz3ggmlp6hb.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/sy4urz3ggmlp6hb1550798573/220"">"
少数意见,8.2,False,主演：金玉彬 柳海真 李璟荣,178万,"<a href=""https://v.qq.com/x/cover/jrg7wg6jeqoifbe.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/jrg7wg6jeqoifbe1478774093/220"">"
饥饿游戏,8.2,True,主演：詹妮弗·劳伦斯 利亚姆·海姆斯沃斯 乔什·哈切森 伊丽莎白·班克斯 伊莎贝拉·弗尔曼 伍迪·哈里森 韦斯·本特利 斯坦利·图齐 唐纳德·萨瑟兰,5211万,"<a href=""https://v.qq.com/x/cover/gbh8y2vu2cqd2sj.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/gbh8y2vu2cqd2sj1554368106/220"">"
如此繁华,8.2,True,主演：黎莉莉 尚冠武 梅熹 洪警铃 尤光照,5万,"<a href=""https://v.qq.com/x/cover/7d50be5hyrnzf6m.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/7d50be5hyrnzf6m1550803036/220"">"
恐怖角,8.2,True,主演：罗伯特·德尼罗 尼克·诺特 杰西卡·兰格,116万,"<a href=""https://v.qq.com/x/cover/c5zgg9rwpqkap74.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/c5zgg9rwpqkap74t1444802326.jpg/220"">"
联华交响曲,8.2,True,主演：陈燕燕 蓝苹 梅熹 刘琼 黎莉莉,15万,"<a href=""https://v.qq.com/x/cover/bqvrj74wo5ni59l.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/bqvrj74wo5ni59l1550803534/220"">"
一声叹息,8.2,True,主演：张国立 刘蓓 徐帆 傅彪,1594万,"<a href=""https://v.qq.com/x/cover/mj64gfqa5fzss5q.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/mj64gfqa5fzss5qt1444922058.jpg/220"">"
深锁春光一院愁,8.2,True,主演：简·怀曼 罗克·赫德森 阿格妮丝·摩尔海德 康拉德·纳格尔,1万,"<a href=""https://v.qq.com/x/cover/pc15vcadkdhmdkp.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/pc15vcadkdhmdkpt1444951648.jpg/220"">"
空中大灌篮,8.2,True,主演：迈克尔-乔丹 特里萨·兰德尔 比尔·默瑞 拉里·伯德 汤姆·巴瑞,111万,"<a href=""https://v.qq.com/x/cover/0ou8yi3dvsjvwvg.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/0ou8yi3dvsjvwvgt1444792464.jpg/220"">"
打尸噎,8.2,True,主演：Eszter Ónodi Attila Kaszás Ági Margittay,196万,"<a href=""https://v.qq.com/x/cover/acra0uhpg7tl6uu.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/acra0uhpg7tl6uu1550629457/220"">"
夏日暖洋洋,8.2,True,主演：陶红 刘淼 余雷 左柏韬 盖奕,177万,"<a href=""https://v.qq.com/x/cover/jc15t8v159tjp5x.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/jc15t8v159tjp5x1550128152/220"">"
X放射线,8.2,True,主演：詹姆斯·惠特摩 埃德蒙·戈温 Joan Weldon 詹姆斯·阿尼斯 Onslow Stevens Sean McClory Don Shelton,40万,"<a href=""https://v.qq.com/x/cover/i4pn099noxvzfbk.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/i4pn099noxvzfbk1550730559/220"">"
追捕聂鲁达,8.2,False,主演：盖尔·加西亚·贝纳尔 路易斯·尼科 梅赛黛斯·莫朗 阿尔弗莱德·卡斯特罗,39万,"<a href=""https://v.qq.com/x/cover/rz0vbatr4l5buh7.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/rz0vbatr4l5buh71510274902/220"">"
小象西纳,8.2,True,主演：李艳波 林甜 黄志玲,44万,"<a href=""https://v.qq.com/x/cover/vyn5tat0gsjoobh.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/vyn5tat0gsjoobh1548659185/220"">"
静夜之决斗,8.2,True,主演：三船敏郎 志村乔 三條美紀 植村谦二郎,23万,"<a href=""https://v.qq.com/x/cover/5j9e2hdjf72p8ss.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/5j9e2hdjf72p8ss1550735653/220"">"
空中杀阵,8.2,True,主演：伯努瓦·马吉梅 科洛维斯·科尔尼拉 杰拉尔丁娜·帕伊亚 阿丽斯·塔格里奥妮,975万,"<a href=""https://v.qq.com/x/cover/kok76h9seuf68ew.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/kok76h9seuf68ewt1450663231.jpg/220"">"
甜心辣舞,8.2,True,主演：杰西卡·阿尔芭 梅奇·费法 乔伊·布赖恩特 大卫·莫斯科,99万,"<a href=""https://v.qq.com/x/cover/9gmmf546jfqct80.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/9gmmf546jfqct801502692620/220"">"
美好的星期天,8.2,True,主演：沼崎勋 中北千枝子 渡边笃 菅井一郎 中村是好,284万,"<a href=""https://v.qq.com/x/cover/3nlb0dkch2dltqn.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/3nlb0dkch2dltqn1487231216/220"">"
橙子与阳光,8.2,True,主演：艾米丽·沃森 雨果·维文 大卫·文翰 塔拉·莫里斯,8770,"<a href=""https://v.qq.com/x/cover/l1iqnsqul7gv5nq.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/l1iqnsqul7gv5nqt1444906167.jpg/220"">"
别惹蚂蚁,8.2,True,熊孩子遭遇蚂蚁恶霸,775万,"<a href=""https://v.qq.com/x/cover/bve96z2e66u8m5i.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/bve96z2e66u8m5it1444799156.jpg/220"">"
宋景诗,8.2,True,主演：崔嵬 陶金 温锡莹 张翼 束夷,71万,"<a href=""https://v.qq.com/x/cover/wjrdxt9qq0a8x20.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/wjrdxt9qq0a8x201548923484/220"">"
哥俩好,8.2,True,主演：张良 张勇手 王心刚 吴凡,18万,"<a href=""https://v.qq.com/x/cover/2zvv6y12unfy9us.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/2zvv6y12unfy9us1551256049/220"">"
砍柴姑娘,8.2,True,木偶动画片,36万,"<a href=""https://v.qq.com/x/cover/95in46toh3jflzr.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/95in46toh3jflzr1522389212/220"">"
还乡日记,8.2,True,主演：耿震 白杨 阳华 吕恩,8万,"<a href=""https://v.qq.com/x/cover/qqwkx0sc6y0q974.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/qqwkx0sc6y0q9741550737961/220"">"
假面复仇,8.2,False,主演：Marco Giallini Edoardo Leo Ivano Marescotti,10万,"<a href=""https://v.qq.com/x/cover/35yfwvecur417xv.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/35yfwvecur417xv1521688732/220"">"
猛鬼学堂,8.2,True,主演：张学友 许冠英 林忆莲 楼南光,5916万,"<a href=""https://v.qq.com/x/cover/6wx9pvukqzx9mkx.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/6wx9pvukqzx9mkx1543738220/220"">"
遗失与美好,8.2,False,主演：埃里奥·杰曼诺,14万,"<a href=""https://v.qq.com/x/cover/vif3ipg4eve1tsl.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/vif3ipg4eve1tsl1554695558/220"">"
母与子,8.2,True,主演：蒋天流 张伐 严俊 卢碧云,28万,"<a href=""https://v.qq.com/x/cover/ophz71bv8mqs4zj.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/ophz71bv8mqs4zj1548985980/220"">"
我心遗忘的节奏,8.2,True,主演：罗曼·杜里斯 尼尔斯·阿莱斯楚普 范林丹 奥雷·阿蒂卡 艾曼纽·德芙,54万,"<a href=""https://v.qq.com/x/cover/28zfd3npon0bd0l.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/28zfd3npon0bd0lt1444809017.jpg/220"">"
十万火急,8.2,True,主演：刘青云 方中信 李若彤 刘松仁 黄卓玲,679万,"<a href=""https://v.qq.com/x/cover/8oyfa4ncz3iobsd.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/8oyfa4ncz3iobsd1550801585/220"">"
歌舞青春3：毕业季,8.2,True,主演：扎克·埃夫隆 瓦妮莎·哈金斯,311万,"<a href=""https://v.qq.com/x/cover/5coi54vcoq7aohj.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/5coi54vcoq7aohjt1444842291.jpg/220"">"
乘风破浪,8.2,True,主演：中叔皇 金川 曹铎 程之,59万,"<a href=""https://v.qq.com/x/cover/mupoko7iwve7fce.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/mupoko7iwve7fce1550716050/220"">"
割腕者的天堂,8.2,True,主演：派屈克·福吉特 莎妮·索萨蒙 汤姆·威兹,30万,"<a href=""https://v.qq.com/x/cover/b7000zhcy3jtph2.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/b7000zhcy3jtph2t1444791842.jpg/220"">"
间谍同盟,8.2,True,主演：布拉德·皮特 玛丽昂·歌迪亚 杰瑞德·哈里斯 丽兹·卡潘,6887万,"<a href=""https://v.qq.com/x/cover/miwsmoqry9xtccb.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/miwsmoqry9xtccb1556008113/220"">"
我的影子在奔跑,8.2,False,主演：张静初 龙品旭 黎兆丰 张国强,172万,"<a href=""https://v.qq.com/x/cover/5vfvj31l2le1m7k.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/5vfvj31l2le1m7k1555568419/220"">"
蚀,8.2,True,主演：崔泰俊 金时厚 文佳煐,503万,"<a href=""https://v.qq.com/x/cover/bz81nqijlsp1jdv.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/bz81nqijlsp1jdv1555464862/220"">"
大人物拿破仑,8.2,True,主演：乔恩·海德 强·格瑞斯 Aaron Ruell 艾弗连·莱米雷斯,5万,"<a href=""https://v.qq.com/x/cover/ghofezt3pje0d2m.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/ghofezt3pje0d2m1522665648/220"">"
罪孽,8.2,True,主演：萨姆·沃辛顿 海伦·米伦 马尔顿·索克斯 塞伦·希德,27万,"<a href=""https://v.qq.com/x/cover/kn4jw6t3fje13wy.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/kn4jw6t3fje13wyt1463756596.jpg/220"">"
波普先生的企鹅,8.2,True,主演：金·凯瑞 卡拉·古奇诺 奥菲利亚·拉维邦德 安吉拉·兰斯伯瑞 杰弗里·塔伯,155万,"<a href=""https://v.qq.com/x/cover/hoh9xs5ihp59jms.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/hoh9xs5ihp59jmst1444860031.jpg/220"">"
如果我们生活在一起,8.2,True,主演：Guy Bedos 丹尼尔·布鲁赫 Philippe Chaine 杰拉丁·卓别林 简·方达 Claude Ric 皮埃尔·理查德 Camino Texeira,12万,"<a href=""https://v.qq.com/x/cover/km73kpdqfxbfam9.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/km73kpdqfxbfam9t1444901754.jpg/220"">"
姐妹情深,8.2,True,主演：安妮卡·哈林 马克西姆·梅米特 Henrik Norlén,62万,"<a href=""https://v.qq.com/x/cover/8hh8f0rslqzww3w.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/8hh8f0rslqzww3w1554363090/220"">"
情归巴黎,8.2,True,主演：哈里森·福特 朱莉娅·奥蒙德 格雷戈·金尼尔 约翰·伍德 理查德·克里纳,37万,"<a href=""https://v.qq.com/x/cover/upr4m4pcl5i00g8.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/upr4m4pcl5i00g8t1444906184.jpg/220"">"
自由之丘,8.2,False,主演：加濑亮 文素丽 金义城,38万,"<a href=""https://v.qq.com/x/cover/ehb6cwt8yrx9tg0.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/ehb6cwt8yrx9tg01495504806/220"">"
月满英伦,8.2,True,主演：陈孝萱 陈大明 刘利年,55万,"<a href=""https://v.qq.com/x/cover/ok27f5zw69vamuz.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/ok27f5zw69vamuz1548658404/220"">"
隐墙,8.2,True,主演：马蒂娜·戈黛特,56万,"<a href=""https://v.qq.com/x/cover/hkfajv3onjw5mdh.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/hkfajv3onjw5mdht1444858874.jpg/220"">"
圣诞颂歌,8.2,True,守财奴的一夜癫狂,93万,"<a href=""https://v.qq.com/x/cover/ks3d27pt4xv3dyd.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/ks3d27pt4xv3dyd1550730178/220"">"
魔鬼的眼睛,8.2,True,主演：吉尔·库尔 毕比·安德森 斯蒂格·贾雷尔,4万,"<a href=""https://v.qq.com/x/cover/c0m7lj6bcdviokk.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/c0m7lj6bcdviokkt1463859084.jpg/220"">"
空中的飞鸟,8.2,False,主演：瑞秋·尼科尔斯 杰克逊·赫斯特 安贾妮特·科默,10万,"<a href=""https://v.qq.com/x/cover/02y5pyo12peuc43.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/02y5pyo12peuc431524206041/220"">"
伤心小号曲,8.2,True,主演：安东尼奥·德拉·托雷 卡罗琳娜·邦 圣地亚哥·瑟古拉 费尔南多·古林·库弗,133万,"<a href=""https://v.qq.com/x/cover/lfo6k4lmfcf0yur.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/lfo6k4lmfcf0yurt1444910340.jpg/220"">"
花牌情缘 上之句,8.2,True,主演：广濑铃 野村周平 真剑佑,325万,"<a href=""https://v.qq.com/x/cover/2cenjhh5rs7bgn4.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/2cenjhh5rs7bgn41554793197/220"">"
女人的期待,8.2,True,主演：甘纳尔·布耶恩施特兰德 Maj-Britt Nilsson Birger Malmsten 安尼塔·布耶尔克,35万,"<a href=""https://v.qq.com/x/cover/ijkw0pm9fnx6y0l.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/ijkw0pm9fnx6y0l1548927269/220"">"
重生男人,8.2,True,主演：裘德·洛 福里斯特·惠特克 列维·施瑞博尔,145万,"<a href=""https://v.qq.com/x/cover/ocb9eil15a9sx77.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/ocb9eil15a9sx771551063467/220"">"
九降风,8.2,True,主演：凤小岳 张捷 初家晴 林祺泰,375万,"<a href=""https://v.qq.com/x/cover/kxe64erpi1pq6pz.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/kxe64erpi1pq6pzt1444904964.jpg/220"">"
少奶奶的扇子,8.2,True,主演：袁美云 陆露明 梅熹 刘琼,5万,"<a href=""https://v.qq.com/x/cover/ahgzco9oihhddn4.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/ahgzco9oihhddn41550802164/220"">"
中间人,8.2,True,主演：卢克·威尔逊 乔瓦尼·瑞比西 加布里埃尔·马赫特 詹姆斯·凯恩,312万,"<a href=""https://v.qq.com/x/cover/ut52fe6a7dkp6cf.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/ut52fe6a7dkp6cft1446784216.jpg/220"">"
小屁孩日记2,8.2,True,主演：扎克瑞·戈登 戴文·博斯蒂克 罗伯特·卡普荣 拉琪儿·哈里斯 史蒂夫·茨恩,22万,"<a href=""https://v.qq.com/x/cover/yajbywqmq2c72ip.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/yajbywqmq2c72ipt1444942780.jpg/220"">"
小狐仙,8.2,True,主演：陈勋奇 倪淑君,170万,"<a href=""https://v.qq.com/x/cover/dbh809vhiu1yj6r.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/dbh809vhiu1yj6r1509588755/220"">"
公子多情,8.2,True,主演：周润发 梅艳芳 利智 曾志伟,698万,"<a href=""https://v.qq.com/x/cover/b20qnzi7zbg9kuq.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/b20qnzi7zbg9kuq1550202129/220"">"
九条命,8.2,False,主演：凯文·史派西 詹妮弗·加纳 罗比·阿美尔 克里斯托弗·沃肯,4161万,"<a href=""https://v.qq.com/x/cover/jcezu7ev565timo.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/jcezu7ev565timo1492161692/220"">"
打猎记,8.2,False,守株待兔的故事,40万,"<a href=""https://v.qq.com/x/cover/iufy9ysxd0e4h8i.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/iufy9ysxd0e4h8i1548921763/220"">"
找小哥哥,8.2,False,温馨小兄妹,25万,"<a href=""https://v.qq.com/x/cover/jocpkv9yiqgffh1.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/jocpkv9yiqgffh11548916412/220"">"
人海孤鸿,8.1,True,主演：刘德华 莫少聪 王钟 罗美薇 鲍起静,1113万,"<a href=""https://v.qq.com/x/cover/scabve2jcpj6yc8.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/scabve2jcpj6yc81548754400/220"">"
星际迷航7：星空奇兵,8.1,True,主演：帕特里克·斯图尔特 詹妮特·戈德斯坦恩 阿兰·卢克 威廉·夏特纳 马尔科姆·麦克道威尔,83万,"<a href=""https://v.qq.com/x/cover/noweb46cqwooqnt.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/noweb46cqwooqntt1444934203.jpg/220"">"
汤姆.索亚历险记,8.1,False,主演：路易斯·霍夫曼 莱昂·塞德尔 本诺·福尔曼,142万,"<a href=""https://v.qq.com/x/cover/4k20m1pdg20lk1l.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/4k20m1pdg20lk1l1525942078/220"">"
两个情人,8.1,True,主演：杰昆·菲尼克斯 凡妮莎·肖 Moni Moshonov 伊莎贝拉·罗西里尼,925万,"<a href=""https://v.qq.com/x/cover/sgvi0z8wan771kk.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/sgvi0z8wan771kk1481276157/220"">"
桥,8.1,True,主演：弗兰卡·波坦特 弗朗索瓦·高斯克,1275万,"<a href=""https://v.qq.com/x/cover/5z9gtdw6vtgh4s2.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/5z9gtdw6vtgh4s2t1444735949.jpg/220"">"
心虚有荣,8.1,True,主演：Kim Kkobbi Jeon Sin-hwan Lee Seon-hee-I,253万,"<a href=""https://v.qq.com/x/cover/r7594foqfpzlzun.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/r7594foqfpzlzun1555057648/220"">"
伦文叙老点柳先开,8.1,True,主演：郭富城 张卫健 吴孟达 周慧敏 刘家辉 梁家仁,766万,"<a href=""https://v.qq.com/x/cover/0l3jaxy7g1rdaez.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/0l3jaxy7g1rdaez1542032373/220"">"
爱与黑暗的故事,8.1,False,主演：马哈姆·胡里 茜拉·哈斯 纳塔·利斯基 吉利达·卡哈纳,65万,"<a href=""https://v.qq.com/x/cover/wl7hos7wjkixxut.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/wl7hos7wjkixxut1525674147/220"">"
可爱的骨头,8.1,True,主演：西尔莎·罗南 马克·沃尔伯格 苏珊·萨兰登,245万,"<a href=""https://v.qq.com/x/cover/xfsc2axeqonkota.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/xfsc2axeqonkota1550798382/220"">"
狼图腾,8.1,True,主演：冯绍峰 窦骁 昂哈妮玛 巴森,4425万,"<a href=""https://v.qq.com/x/cover/85rkjs7bdnyvmqc.html"">Film link</a>","<img src=""//puui.qpic.cn/vcover_vt_pic/0/85rkjs7bdnyvmqct1444759350.jpg/220"">"
